country_code,region_name,iata,icao,airport,latitude,longitude
RU,Tomskaya oblast',TOF,UNTT,Bogashevo Airport,56.3803,85.2083
RU,Tul'skaya oblast',TYA,UUBT,Klokovo Airport,54.239,37.6
RU,Tverskaya oblast',KLD,UUEM,Migalovo Air Base,56.8247,35.7577
RU,Tyumenskaya oblast',TJM,USTR,Roshchino International Airport,57.1896,65.3243
RU,Tyumenskaya oblast',TOX,USTO,Tobolsk Airport,58.1358,68.2319
RU,"Tyva, Respublika",KYZ,UNKY,Kyzyl Airport,51.6694,94.4006
RU,Udmurtskaya Respublika,IJK,USII,Izhevsk Airport,56.8281,53.4575
RU,Ul'yanovskaya oblast',ULV,UWLL,Ulyanovsk Baratayevka Airport,54.2683,48.2267
RU,Ul'yanovskaya oblast',ULY,UWLW,Ulyanovsk Vostochny Airport,54.401,48.8027
RU,Vologodskaya oblast',CEE,ULWC,Cherepovets Airport,59.2736,38.0158
RU,Vologodskaya oblast',VGD,ULWW,Vologda Airport,59.2825,39.9444
RU,Vologodskaya oblast',VOG,URWW,Volgograd International Airport,48.7825,44.3455
RU,Vologodskaya oblast',VUS,ULWU,Veliky Ustyug Airport,60.7883,46.26
RU,Voronezhskaya oblast',VOZ,UUOO,Voronezh International Airport (Chertovitskoye Airport),51.8142,39.2296
RU,Yamalo-Nenetskiy avtonomnyy okrug,BVJ,USDB,Bovanenkovo Airport,70.3153,68.3336
RU,Yamalo-Nenetskiy avtonomnyy okrug,KKQ,USDP,Krasnoselkup Airport,65.717,82.455
RU,Yamalo-Nenetskiy avtonomnyy okrug,NOJ,USRO,Noyabrsk Airport,63.1833,75.27
RU,Yamalo-Nenetskiy avtonomnyy okrug,NUX,USMU,Novy Urengoy Airport,66.0694,76.5203
RU,Yamalo-Nenetskiy avtonomnyy okrug,NYM,USMM,Nadym Airport,65.4809,72.6989
RU,Yamalo-Nenetskiy avtonomnyy okrug,SBT,USDA,Sabetta International Airport,71.2192,72.0522
RU,Yamalo-Nenetskiy avtonomnyy okrug,SLY,USDD,Salekhard Airport,66.5908,66.611
RU,Yamalo-Nenetskiy avtonomnyy okrug,TQL,USDS,Tarko-Sale Airport,64.9308,77.8181
RU,Yamalo-Nenetskiy avtonomnyy okrug,UEN,USDU,Urengoy Airport,65.96,78.437
RU,Yamalo-Nenetskiy avtonomnyy okrug,YMK,USDK,Mys-Kamenny Airport,68.483,73.567
RU,Yaroslavskaya oblast',IAR,UUDL,Tunoshna Airport,57.5607,40.1574
RU,Yaroslavskaya oblast',RYB,UUBK,Staroselye Airport,58.1042,38.9294
RU,Zabaykal'skiy kray,HTA,UIAA,Chita International Airport (Kadala Airport),52.0263,113.306
SE,Blekinge lan,RNB,ESDF,Ronneby Airport,56.2667,15.265
SE,Dalarnas lan,BLE,ESSD,Dala Airport (Borlange Airport),60.422,15.5152
SE,Dalarnas lan,IDB,ESUE,Idre Airport,61.8697,12.6894
SE,Dalarnas lan,MXX,ESKM,Mora-Siljan Airport,60.9579,14.5114
SE,Gavleborgs lan,GVX,ESSK,Gavle-Sandviken Airport,60.5933,16.9514
SE,Gavleborgs lan,HUV,ESNH,Hudiksvall Airport,61.7681,17.0807
SE,Gavleborgs lan,SOO,ESNY,Soderhamn Airport (Helsinge Airport),61.2615,17.0991
SE,Gotlands lan,VBY,ESSV,Visby Airport,57.6628,18.3462
SE,Hallands lan,HAD,ESMT,Halmstad Airport (Halmstad City Airport),56.6911,12.8202
SE,Jamtlands lan,EVG,ESND,Sveg Airport,62.0478,14.4229
SE,Jamtlands lan,OSD,ESNZ,Are Ostersund Airport,63.1944,14.5003
SE,Jonkopings lan,JKG,ESGJ,Jonkoping Airport,57.7576,14.0687
SE,Kalmar lan,HLF,ESSF,Hultsfred-Vimmerby Airport,57.5258,15.8233
SE,Kalmar lan,KLR,ESMQ,Kalmar Airport,56.6855,16.2876
SE,Kalmar lan,OSK,ESMO,Oskarshamn Airport,57.3505,16.498
SE,Kalmar lan,VVK,ESSW,Vastervik Airport,57.78,16.5236
SE,Kronobergs lan,VXO,ESMX,Vaxjo Smaland Airport,56.9291,14.728
SE,Norrbottens lan,AJR,ESNX,Arvidsjaur Airport,65.5903,19.2819
SE,Norrbottens lan,GEV,ESNG,Gallivare Airport,67.1324,20.8146
SE,Norrbottens lan,KRN,ESNQ,Kiruna Airport,67.822,20.3368
SE,Norrbottens lan,LLA,ESPA,Lulea Airport (Kallax Airport),65.5438,22.122
SE,Norrbottens lan,PJA,ESUP,Pajala Airport,67.2456,23.0689
SE,Orebro lan,KSK,ESKK,Karlskoga Airport,59.3459,14.4959
SE,Orebro lan,ORB,ESOE,Orebro Airport,59.2237,15.038
SE,Ostergotlands lan,LPI,ESSL,Linkoping City Airport,58.4062,15.6805
SE,Ostergotlands lan,NRK,ESSP,Norrkoping Airport,58.5863,16.2506
SE,Skane lan,AGH,ESTA,Angelholm-Helsingborg Airport,56.2961,12.8471
SE,Skane lan,KID,ESMK,Kristianstad Airport,55.9217,14.0855
SE,Sodermanlands lan,EKT,ESSU,Eskilstuna Airport,59.3511,16.7084
SE,Stockholms lan,ARN,ESSA,Stockholm Arlanda Airport,59.6519,17.9186
SE,Varmlands lan,HFS,ESOH,Hagfors Airport,60.0201,13.5789
SE,Varmlands lan,KSD,ESOK,Karlstad Airport,59.4447,13.3374
SE,Varmlands lan,SCR,,Scandinavian Mountains Airport,61.1591,12.8407
SE,Varmlands lan,TYF,ESST,Torsby Airport,60.1576,12.9913
SE,Vasterbottens lan,HMV,ESUT,Hemavan Tarnaby Airport,65.8061,15.0828
SE,Vasterbottens lan,LYC,ESNL,Lycksele Airport,64.5483,18.7162
SE,Vasterbottens lan,SFT,ESNS,Skelleftea Airport,64.6248,21.0769
SE,Vasterbottens lan,SQO,ESUD,Storuman Airport,64.9609,17.6966
SE,Vasterbottens lan,UME,ESNU,Umea Airport,63.7918,20.2828
SE,Vasterbottens lan,VHM,ESNV,Vilhelmina Airport,64.5791,16.8336
SE,Vasternorrlands lan,KRF,ESNK,Hoga Kusten Airport (Kramfors-Solleftea Airport),63.0486,17.7689
SE,Vasternorrlands lan,OER,ESNO,Ornskoldsvik Airport,63.4083,18.99
SE,Vasternorrlands lan,SDL,ESNN,Sundsvall-Timra Airport (Midlanda Airport),62.5281,17.4439
SE,Vastra Gotalands lan,GOT,ESGG,Goteborg Landvetter Airport,57.6628,12.2798
SE,Vastra Gotalands lan,GSE,ESGP,Goteborg City Airport,57.7747,11.8704
SE,Vastra Gotalands lan,KVB,ESGR,Skovde Airport,58.4564,13.9727
SE,Vastra Gotalands lan,LDK,ESGL,Lidkoping-Hovby Airport,58.4655,13.1744
SE,Vastra Gotalands lan,THN,ESGT,Trollhattan-Vanersborg Airport,58.3181,12.345
SK,Banskobystricky kraj,LUE,LZLU,Bolkovce Airport,48.3394,19.7358
SK,Banskobystricky kraj,SLD,LZSL,Sliac Airport,48.6378,19.1341
SK,Bratislavsky kraj,BTS,LZIB,M. R. Stefanik Airport,48.1702,17.2127
SK,Bratislavsky kraj,POW,LJPZ,Portoroz Airport,45.4734,13.615
SK,Kosicky kraj,KSC,LZKZ,Kosice International Airport,48.6631,21.2411
SK,Presovsky kraj,MBX,LJMB,Maribor Edvard Rusjan Airport,46.4799,15.6861
SK,Presovsky kraj,POV,LZPW,Presov Air Base,49.0297,21.3156
SK,Presovsky kraj,TAT,LZTT,Poprad-Tatry Airport,49.0736,20.2411
SK,Trenciansky kraj,LJU,LJLJ,Ljubljana Joze Pucnik Airport (Brnik Airport),46.2237,14.4576
SK,Trnavsky kraj,PZY,LZPP,Piestany Airport,48.6252,17.8284
SK,Zilinsky kraj,ILZ,LZZI,Zilina Airport,49.2315,18.6135
UA,Avtonomna Respublika Krym,KHC,UKFK,Kerch Airport (Voykovo Airport),45.3725,36.4014
UA,Avtonomna Respublika Krym,SIP,UKFF,Simferopol International Airport,45.0522,33.9751
UA,Cherkaska oblast,CKC,UKKE,Cherkasy International Airport,49.4156,31.9953
UA,Chernihivska oblast,CEJ,UKKL,Chernihiv Airport,51.4033,31.16
UA,Chernihivska oblast,CWC,UKLN,Chernivtsi International Airport,48.2593,25.9808
UA,Dnipropetrovska oblast,DNK,UKDD,Dnipropetrovsk International Airport,48.3572,35.1006
UA,Dnipropetrovska oblast,KWG,UKDR,Kryvyi Rih International Airport,48.0433,33.21
UA,Donetska oblast,DOK,UKCC,Donetsk International Airport,48.0736,37.7397
UA,Donetska oblast,KRQ,UKCK,Kramatorsk Airport,48.7056,37.6289
UA,Donetska oblast,MPW,UKCM,Mariupol International Airport,47.0761,37.4496
UA,Ivano-Frankivska oblast,IFO,UKLI,Ivano-Frankivsk International Airport,48.8842,24.6861
UA,Kharkivska oblast,HRK,UKHH,Kharkiv International Airport (Osnova Airport),49.9248,36.29
UA,Khersonska oblast,KHE,UKOH,Kherson International Airport,46.6758,32.5064
UA,Khmelnytska oblast,HMJ,UKLH,Khmelnytskyi Airport,49.3597,26.9334
UA,Khmelnytska oblast,KCP,,Kamianets-Podilskyi Airport,48.2669,25.9672
UA,Kirovohradska oblast,KGO,UKKG,Kirovohrad Airport,48.5428,32.285
UA,Kyiv,IEV,UKKK,Kyiv International Airport (Zhuliany),50.4019,30.4519
UA,Kyiv,KBP,UKBB,Boryspil International Airport,50.345,30.8947
UA,Luhanska oblast,SEV,,Severodonetsk Airport,48.9003,38.5417
UA,Luhanska oblast,VSG,UKCW,Luhansk International Airport,48.4174,39.3741
UA,Lvivska oblast,LWO,UKLL,Lviv Danylo Halytskyi International Airport,49.8125,23.9561
UA,Mykolaivska oblast,NLV,UKON,Mykolaiv International Airport,47.0579,31.9198
UA,Odeska oblast,ODS,UKOO,Odessa International Airport,46.4268,30.6765
UA,Poltavska oblast,KHU,,Kremenchuk Airport,49.1342,33.4766
UA,Poltavska oblast,MXR,,Myrhorod Air Base,13.6457,16.5014
UA,Poltavska oblast,PLV,UKHP,Poltava Airport,49.5686,34.3972
UA,Rivnenska oblast,RWN,UKLR,Rivne International Airport,50.6071,26.1416
UA,Sevastopol,UKS,UKFB,Sevastopol International Airport,44.689,33.571
UA,Sumska oblast,UMY,UKHS,Sumy Airport,50.8583,34.7625
UA,Ternopilska oblast,TNL,UKLT,Ternopil International Airport,49.5242,25.7001
UA,Vinnytska oblast,VIN,UKWW,Havryshivka Vinnytsia International Airport,49.2425,28.6138
UA,Volynska oblast,UCK,UKLC,Lutsk Airport,50.6784,25.4872
UA,Zakarpatska oblast,UDJ,UKLU,Uzhhorod International Airport,48.6343,22.2634
UA,Zaporizka oblast,ERD,UKDB,Berdiansk Airport,46.815,36.7581
UA,Zaporizka oblast,OZH,UKDE,Zaporizhia International Airport,47.867,35.3157
UA,Zhytomyrska oblast,ZTR,UKKV,Zhytomyr Airport,50.2706,28.7386
